titulo,tipo,lugar,distrito,fecha_inicio,fecha_fin,url
Talleres infantiles CC Buenavista,EXPOSICIONES,Centro Cultural Buenavista (Salamanca),SALAMANCA,lunes 19 de mayo de 2025,viernes 30 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-infantiles-CC-Buenavista/?vgnextfmt=default&vgnextoid=7566fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Con mis manitas',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Gloria Fuertes (Barajas),BARAJAS,miércoles 21 de mayo de 2025,miércoles 21 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=68f4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The cook and the king,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal David Gistau (Salamanca),SALAMANCA,miércoles 21 de mayo de 2025,miércoles 21 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=f603aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La tortuga de Darwin. IEM- CSIC,Sin tipo,Centro Cultural Valdebernardo (Vicálvaro),VICALVARO,miércoles 21 de mayo de 2025,miércoles 21 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-tortuga-de-Darwin-IEM-CSIC/?vgnextfmt=default&vgnextoid=84636a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Había una vez una iguana',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),TETUAN,jueves 22 de mayo de 2025,jueves 22 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=af15528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),CIUDAD LINEAL,jueves 22 de mayo de 2025,jueves 22 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=edd0528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Historia de Piratas,Sin tipo,Centro Sociocultural Tetuán,TETUAN,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Historia-de-Piratas/?vgnextfmt=default&vgnextoid=2ffe826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro en familia,CURSOS Y TALLERES,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-en-familia/?vgnextfmt=default&vgnextoid=328ecbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Acercándonos al circo: taller iniciación al circo,"CIRCO MAGIA, 
            
            CURSOS Y TALLERES",Centro Sociocultural Blasco Ibáñez (Carabanchel),CARABANCHEL,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Acercandonos-al-circo-taller-iniciacion-al-circo/?vgnextfmt=default&vgnextoid=e33fde091cb66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The far West,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal San Blas (San Blas-Canillejas),SAN BLAS-CANILLEJAS,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-far-West/?vgnextfmt=default&vgnextoid=5b8354e4ac5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las aventuras del circo de los sueños,CIRCO MAGIA,Sin lugar,Sin distrito,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-aventuras-del-circo-de-los-suenos/?vgnextfmt=default&vgnextoid=d7e9cd0e24b76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Humor a la cara,CIRCO MAGIA,Centro Cultural la Elipa (Ciudad Lineal),CIUDAD LINEAL,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Humor-a-la-cara/?vgnextfmt=default&vgnextoid=e4e3d673f4756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos: ""Buscando tesoros""","CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Sociocultural Valverde (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-Buscando-tesoros-/?vgnextfmt=default&vgnextoid=f4b323aaeab76910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres Juvenil-Adultos,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-Juvenil-Adultos/?vgnextfmt=default&vgnextoid=8f7152544dd2f810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The three little pigs... y el lobo,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Federico Chueca (Hortaleza),HORTALEZA,viernes 23 de mayo de 2025,viernes 23 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-three-little-pigs-y-el-lobo/?vgnextfmt=default&vgnextoid=faa2047fc5065910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Fado de Ulisses - Rodopio d´ideias (Portugal),"CUENTACUENTOS, TÍTERES Y MARIONETAS",Teatro Municipal de Títeres,RETIRO,sábado 24 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Fado-de-Ulisses-Rodopio-dideias-Portugal-/?vgnextfmt=default&vgnextoid=aad2177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de traducción para pequeños lingüistas,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS, 
            
            LITERATURA, 
            
            CURSOS Y TALLERES",Matadero Madrid,ARGANZUELA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-traduccion-para-pequenos-linguistas/?vgnextfmt=default&vgnextoid=bb59828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Personajes ilustrados,"RECITALES, PRESENTACIONES Y ACTOS LITERARIOS, 
            
            LITERATURA, 
            
            CURSOS Y TALLERES, 
            
            EXPOSICIONES",Matadero Madrid,ARGANZUELA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Personajes-ilustrados/?vgnextfmt=default&vgnextoid=6449828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
DisneMagical,TEATRO PERFOMANCE,Centro Cultural Orcasur (Usera),USERA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/DisneMagical/?vgnextfmt=default&vgnextoid=6d2203a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Oso Yogui,Sin tipo,Centro Sociocultural Tetuán,TETUAN,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Oso-Yogui/?vgnextfmt=default&vgnextoid=223f826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Kalevala,TEATRO PERFOMANCE,Centro Cultural Las Californias (Retiro),RETIRO,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala/?vgnextfmt=default&vgnextoid=bb4a0e8c6b266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Terracota,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Cultural Mercado de Ibiza (Retiro),RETIRO,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Terracota/?vgnextfmt=default&vgnextoid=bdbbbf584f666910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La brujita pastelera,"ACTIVIDADES CALLE, ARTE URBANO",Parque de Amós Acero,PUENTE DE VALLECAS,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-brujita-pastelera/?vgnextfmt=default&vgnextoid=1a991dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Las hadas de luz,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Cultural Antonio Machado (San Blas - Canillejas),SAN BLAS-CANILLEJAS,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Las-hadas-de-luz/?vgnextfmt=default&vgnextoid=9248753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Aserrín-Aserrán',"CUENTACUENTOS, TÍTERES Y MARIONETAS",Biblioteca Pública Municipal San Fermín (Usera),USERA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Aserrin-Aserran-/?vgnextfmt=default&vgnextoid=887125cb844a5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Una de ratones,TEATRO PERFOMANCE,Teatro Municipal de Vallecas,VILLA DE VALLECAS,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-de-ratones/?vgnextfmt=default&vgnextoid=7b88a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Fantástica Leonora,Sin tipo,Centro Cultural San Juan Bautista (Ciudad Lineal),CIUDAD LINEAL,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fantastica-Leonora/?vgnextfmt=default&vgnextoid=a3ce385903c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. Indeleble Producciones, presenta “Mi Camita”","CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Cultural Príncipe de Asturias (Ciudad Lineal),CIUDAD LINEAL,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Indeleble-Producciones-presenta-Mi-Camita/?vgnextfmt=default&vgnextoid=934b60d232086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. Tralalart, presenta “Una noche de espías”",TEATRO PERFOMANCE,Auditorio Carmen Laforet (Ciudad Lineal),CIUDAD LINEAL,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Tralalart-presenta-Una-noche-de-espias/?vgnextfmt=default&vgnextoid=e87ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Rata Rita,Sin tipo,Centro Cultural El Plantío (Moncloa - Aravaca),MONCLOA-ARAVACA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Rata-Rita/?vgnextfmt=default&vgnextoid=ee23d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto - A Ambos Lados del Atlántico 2,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-A-Ambos-Lados-del-Atlantico-2/?vgnextfmt=default&vgnextoid=5995fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos con pictogramas: Miau miau,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Rafael de León (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-Miau-miau/?vgnextfmt=default&vgnextoid=089465783d9d3910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Dragón de los deseos,Sin tipo,Centro Cultural el Torito (Moratalaz),MORATALAZ,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Dragon-de-los-deseos/?vgnextfmt=default&vgnextoid=2f221f8dd5186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Jornadas Especiales,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES, 
            
            EXCURSIONES ITINERARIOS VISITAS",Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jornadas-Especiales/?vgnextfmt=default&vgnextoid=0507a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pez al revés, presenta “Ronda al revés”",Sin tipo,Centro Cultural el Madroño (Vicálvaro),VICALVARO,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pez-al-reves-presenta-Ronda-al-reves/?vgnextfmt=default&vgnextoid=44316a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Sim Salabim,CIRCO MAGIA,Parque Alfredo Kraus,HORTALEZA,sábado 24 de mayo de 2025,sábado 24 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sim-Salabim/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: concierto de Vibra-Tó - Chamberí,"21 DISTRITOS, 
            
            MÚSICA",Centro Cultural Galileo (Chamberí),CHAMBERI,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-concierto-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=ae3753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: taller de Vibra-Tó - Chamberí,"21 DISTRITOS, 
            
            CURSOS Y TALLERES, 
            
            MÚSICA",Centro Cultural Galileo (Chamberí),CHAMBERI,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-taller-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=c45753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Sirocco y el reino de los vientos,CINE ACTIVIDADES AUDIOVISUALES,Centro Cultural Buero Vallejo (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sirocco-y-el-reino-de-los-vientos/?vgnextfmt=default&vgnextoid=517adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El enfermo imaginario,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            TEATRO PERFOMANCE",Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-enfermo-imaginario/?vgnextfmt=default&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Oliverio Satisfecho,CIRCO MAGIA,Centro Cultural Meseta de Orcasitas (Usera),USERA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=52ad03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La hora de Rockear,MÚSICA,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-hora-de-Rockear/?vgnextfmt=default&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Descubre las aves del Parque de Pradolongo,EXCURSIONES ITINERARIOS VISITAS,Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Descubre-las-aves-del-Parque-de-Pradolongo/?vgnextfmt=default&vgnextoid=b245826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres agua,"CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro de Educación Ambiental y Cultural Maris Stella (Usera),USERA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-agua/?vgnextfmt=default&vgnextoid=7ed5826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡NO PUEDE SER! Mago Roncero,CIRCO MAGIA,Centro Cultural Antonio Machado (San Blas - Canillejas),SAN BLAS-CANILLEJAS,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/NO-PUEDE-SER-Mago-Roncero/?vgnextfmt=default&vgnextoid=e0bd753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La reina de colores por Andrea Ortúzar,TEATRO PERFOMANCE,Centro Sociocultural García Lorca (Carabanchel),CARABANCHEL,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-reina-de-colores-por-Andrea-Ortuzar/?vgnextfmt=default&vgnextoid=16be97abaa766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El ruiseñor y el emperador de la China,Sin tipo,Centro Cultural Juan Genovés (Moncloa - Aravaca),MONCLOA-ARAVACA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-ruisenor-y-el-emperador-de-la-China/?vgnextfmt=default&vgnextoid=b544d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller y concierto infantil - Vibra Tó,"TEATRO PERFOMANCE, 
            
            EXPOSICIONES",Centro Cultural Galileo (Chamberí),CHAMBERI,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-y-concierto-infantil-Vibra-To/?vgnextfmt=default&vgnextoid=3346fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos teatralizado con pictogramas: ""Cosquillas en el corazón""","CUENTACUENTOS, TÍTERES Y MARIONETAS",Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),FUENCARRAL-EL PARDO,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-teatralizado-con-pictogramas-Cosquillas-en-el-corazon-/?vgnextfmt=default&vgnextoid=e49e3af1ecc66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Menú2, con la compañía El Circodromo","CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Centro Cultural Fernando Lázaro Carreter (Carabanchel),CARABANCHEL,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Menu2-con-la-compania-El-Circodromo/?vgnextfmt=default&vgnextoid=6e1ad865b7c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller 'Insectos y otros pequeños habitantes de La Cabaña',"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Aula ambiental La Cabaña del Retiro,RETIRO,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Insectos-y-otros-pequenos-habitantes-de-La-Cabana-/?vgnextfmt=default&vgnextoid=b210df9f4b586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Oliverio Satisfecho,TEATRO PERFOMANCE,Centro Cultural Carril del Conde (Hortaleza),HORTALEZA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=ae65234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pizza a la mozartella,TEATRO PERFOMANCE,Centro Cultural Hortaleza,HORTALEZA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pizza-a-la-mozartella/?vgnextfmt=default&vgnextoid=4f0494b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cacahuete, el más divertido del mundo","CIRCO MAGIA, 
            
            TEATRO PERFOMANCE",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cacahuete-el-mas-divertido-del-mundo/?vgnextfmt=default&vgnextoid=c1cf0c9363a16910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Rutas guiadas por el Parque Forestal de Valdebebas. Mayo 2025,"ITINERARIOS Y OTRAS ACTIVIDADES AMBIENTALES, 
            
            CURSOS Y TALLERES",Parque Forestal de Valdebebas-Felipe VI,HORTALEZA,domingo 25 de mayo de 2025,domingo 25 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Rutas-guiadas-por-el-Parque-Forestal-de-Valdebebas-Mayo-2025/?vgnextfmt=default&vgnextoid=13b91364a9686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El fantasma de la pera,"FIESTAS DE  SAN ISIDRO, 
            
            TEATRO PERFOMANCE, 
            
            MADRID DESTINO",Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca),SALAMANCA,martes 27 de mayo de 2025,martes 27 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-fantasma-de-la-pera/?vgnextfmt=default&vgnextoid=f277ebf1b3386910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cine infantil en la Biblioteca María Lejárraga: 'Clifford: el gran perro rojo',CINE ACTIVIDADES AUDIOVISUALES,Biblioteca Pública Municipal María Lejárraga (Hortaleza),HORTALEZA,jueves 29 de mayo de 2025,jueves 29 de mayo de 2025,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cine-infantil-en-la-Biblioteca-Maria-Lejarraga-Clifford-el-gran-perro-rojo-/?vgnextfmt=default&vgnextoid=e252969485f75910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
