titulo,url,tipo,fechas,lugar
Musical Infantil Chispitas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Musical-Infantil-Chispitas/?vgnextfmt=default&vgnextoid=5361ce25e2186910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,MÚSICA,Sábado 31 de mayo de 2025,Centro Cultural Meseta de Orcasitas (Usera). USERA
Desmontando la zarzuela,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Desmontando-la-zarzuela/?vgnextfmt=default&vgnextoid=533891fa37586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"FIESTAS DE  SAN ISIDRO, 
            
            TEATRO PERFOMANCE, 
            
            MADRID DESTINO",Sábado 31 de mayo de 2025,Centro Sociocultural Maestro Alonso (Salamanca). SALAMANCA
Misión espacial,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mision-espacial/?vgnextfmt=default&vgnextoid=17127665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 31 de mayo de 2025,Parque Alfredo Kraus. HORTALEZA
Tres historias tres - Ángeles de trapo (Andalucía),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Tres-historias-tres-Angeles-de-trapo-Andalucia-/?vgnextfmt=default&vgnextoid=7a6dfc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO","Del sábado 7 de junio de 2025
al domingo 8 de junio de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
La Principita,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Principita/?vgnextfmt=default&vgnextoid=74266762d68a5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,TEATRO PERFOMANCE,Sábado 14 de junio de 2025,Centro Cultural Casa de Vacas (Retiro). RETIRO
Caperucita roja - El retablo (Madrid),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Caperucita-roja-El-retablo-Madrid-/?vgnextfmt=default&vgnextoid=d30de7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO","Del sábado 14 de junio de 2025
al domingo 15 de junio de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
Mari la mariquita,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mari-la-mariquita/?vgnextfmt=default&vgnextoid=a9a40b57897d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Domingo 15 de junio de 2025,Centro de Información y Educación Ambiental de El Huerto de El Retiro. RETIRO
Planeta Tierra - Títeres Sol y Tierra (Madrid),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Planeta-Tierra-Titeres-Sol-y-Tierra-Madrid-/?vgnextfmt=default&vgnextoid=1cb6fc4d352d5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS","Del sábado 21 de junio de 2025
al domingo 22 de junio de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
Campamento del Price (7 y 8 años),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-7-y-8-anos-/?vgnextfmt=default&vgnextoid=2bd7c6d055f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            CURSOS Y TALLERES, 
            
            CAMPAMENTOS","Del lunes 23 de junio de 2025
al viernes 18 de julio de 2025",Teatro Circo Price. ARGANZUELA
Campamento del Price (9 y 10 años),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-9-y-10-anos-/?vgnextfmt=default&vgnextoid=ebdb68a247f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CIRCO MAGIA, 
            
            CAMPAMENTOS","Del lunes 23 de junio de 2025
al viernes 18 de julio de 2025",Teatro Circo Price. ARGANZUELA
Campamento del Price (11 y 12 años),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-del-Price-11-y-12-anos-/?vgnextfmt=default&vgnextoid=42dc68a247f16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CURSOS Y TALLERES, 
            
            CAMPAMENTOS","Del lunes 23 de junio de 2025
al viernes 18 de julio de 2025",Teatro Circo Price. ARGANZUELA
Campamentos de verano 2025 en Puente de Vallecas,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-en-Puente-de-Vallecas/?vgnextfmt=default&vgnextoid=5c4cb1e2d1745910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"ACTIVIDADES CALLE, ARTE URBANO, 
            
            CAMPAMENTOS","Del lunes 23 de junio de 2025
al viernes 5 de septiembre de 2025",Sin lugar
Campamento de Verano 2025 en Villaverde,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-de-Verano-2025-en-Villaverde/?vgnextfmt=default&vgnextoid=50838bbda3026910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CAMPAMENTOS,"Del lunes 23 de junio de 2025
al jueves 31 de julio de 2025",Sin lugar
Campamentos de verano 2025 para menores nacidos 2013-2021,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-para-menores-nacidos-2013-2021/?vgnextfmt=default&vgnextoid=2d886d2112286910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CAMPAMENTOS,"Del lunes 23 de junio de 2025
al viernes 29 de agosto de 2025",Colegio Público Martínez Montañés. MORATALAZ
Verde que te quiero verde - Zaguán Teatro (Castilla La Mancha),/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Verde-que-te-quiero-verde-Zaguan-Teatro-Castilla-La-Mancha-/?vgnextfmt=default&vgnextoid=c173e7bd62dc5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,"CUENTACUENTOS, TÍTERES Y MARIONETAS, 
            
            MADRID DESTINO","Del sábado 28 de junio de 2025
al domingo 29 de junio de 2025",Teatro Municipal de Títeres. Parque de El Retiro. RETIRO
Los más pequeños también plantamos,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Los-mas-pequenos-tambien-plantamos/?vgnextfmt=default&vgnextoid=619e0b57897d5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,Sin tipo,Domingo 29 de junio de 2025,Centro de Información y Educación Ambiental de El Huerto de El Retiro. RETIRO
Campamento urbano de verano en Usera,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamento-urbano-de-verano-en-Usera/?vgnextfmt=default&vgnextoid=514e2e4d2e136910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CAMPAMENTOS,"Del martes 1 de julio de 2025
al viernes 5 de septiembre de 2025",Sin lugar
Campamentos de verano 2025 para adolescentes nacidos 2009-2012,/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Campamentos-de-verano-2025-para-adolescentes-nacidos-2009-2012/?vgnextfmt=default&vgnextoid=8c696d2112286910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,CAMPAMENTOS,"Del lunes 7 de julio de 2025
al viernes 18 de julio de 2025",Sin lugar
