título,descripción,edad,inscripción,periodicidad,día_días,horario,fecha,lugar_nombre,lugar_dirección,precio,recomendación,url_ampliar_info,url_actividad
Partida de rol: Cthulhu en la biblioteca,,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Biblioteca Pública Municipal Iván de Vargas (Centro),"CALLE SAN JUSTO, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=f7a76532af065910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Partida-de-rol-Cthulhu-en-la-biblioteca/?vgnextfmt=default&vgnextoid=60df9aa342165910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Al abordaje piratas,Compañía: El gallinero de Micaela.,de 3 a 8 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Sin lugar,Sin dirección,Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-la-Junta-Municipal-de-Distrito-de-Usera/?vgnextfmt=default&vgnextoid=683d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Al-abordaje-piratas/?vgnextfmt=default&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Pum pum al cerro voy,Compañía: La Vero Paz.,mayores de 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 17 de mayo de 2025,Centro Cultural Orcasur (Usera),"PLAZA PUEBLO, 2 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Orcasur/?vgnextfmt=default&vgnextoid=8e7d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pum-pum-al-cerro-voy/?vgnextfmt=default&vgnextoid=bc8103a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Babe, el Cerdito valiente",(1995 - Chris Noonan).,No especificada,No especificada,No especificada,sábado,a las 18 horas,Sábado 17 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Babe-el-Cerdito-valiente/?vgnextfmt=default&vgnextoid=f8ae826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Un regalo muy especial,"Es el cumpleaños de Sara y espera un montón de regalos .... habrá baile, risas ... pero; ¿ realmente le gustarán sus regalos ?.... ¿Necesitamos tantos regalos que salen en la tele? ¿O tenemos a nuestro lado el regalo más especial del mundo? .... Venid a divertiros y a descubrir este regalo tan especial (el amor de su familia y amigos).",Es el cumpleaños de Sara y espera un montón de regalos,No especificada,No especificada,sábado,a las 19 horas,Sábado 17 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Un-regalo-muy-especial/?vgnextfmt=default&vgnextoid=5a791dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Espuma de mar,Compañía Titirisolfa.,de 0 meses a 5 años,No especificada,No especificada,domingo,Dos sesiones: 11 y 12:30 horas,Domingo 18 de mayo de 2025,Centro Cultural Sanchinarro (Hortaleza),"CALLE PRINCESA DE EBOLI, 29 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Sanchinarro/?vgnextfmt=default&vgnextoid=c0427b3902f02910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espuma-de-mar/?vgnextfmt=default&vgnextoid=a084e7802e416910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Como perros y gatos,Con Cerilla y Cebolla,a partir de 6 años,No especificada,No especificada,domingo,a las 12 horas,Domingo 18 de mayo de 2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),"CALLE ALIAGA, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Miguel-de-Cervantes/?vgnextfmt=default&vgnextoid=4daa70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Como-perros-y-gatos/?vgnextfmt=default&vgnextoid=375f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La cebra Camila,Cía. Ainhoa Limón,Ainhoa LimónRecomendado para mayores de 4 añosEsta es la historia de una cebra que tiene un problema muy grande,No especificada,No especificada,domingo,a las 12 horas,Domingo 18 de mayo de 2025,Centro Cultural José Luis López Vázquez (San Blas - Canillejas),"CALLE FEBRERO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Jose-Luis-Lopez-Vazquez/?vgnextfmt=default&vgnextoid=445a70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-cebra-Camila/?vgnextfmt=default&vgnextoid=f4c453aa37d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡Experimentos locos con el Agua!,Horario: de 11:30 a 12:30 horas.,de 6 a 12 años,No especificada,No especificada,domingo,a las 11:30 horas,Domingo 18 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Experimentos-locos-con-el-Agua-/?vgnextfmt=default&vgnextoid=a813826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
PequeRitmo,Taller musical para los más peques en familia.,de 0 a 3 años,"Imprescindible inscripción previa.. Edad: De 0 a 3 años (menores acompañados por un adulto, un adulto por niño). Imprescindible inscripción previa.",No especificada,domingo,a las 12 horas,Domingo 18 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/PequeRitmo/?vgnextfmt=default&vgnextoid=8fa3826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La pequeña Yak y el elefante curioso,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",a partir de 4 años,Para asistir es necesario realizar inscripción previa a través de este enlace.,No especificada,domingo,a las 12 horas,Domingo 18 de mayo de 2025,Biblioteca Pública Municipal San Fermín (Usera),"AVENIDA SAN FERMIN, 10 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-12-al-18-de-mayo/?vgnextfmt=default&vgnextoid=c04ca32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-pequena-Yak-y-el-elefante-curioso/?vgnextfmt=default&vgnextoid=dab744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi amiga madrileña,Los domingos del Pozo.,No especificada,No especificada,No especificada,domingo,a las 12 horas,Domingo 18 de mayo de 2025,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),"AVENIDA GLORIETAS, 19 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-El-Pozo-del-Tio-Raimundo/?vgnextfmt=default&vgnextoid=5c0f16c17a87f610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-amiga-madrilena/?vgnextfmt=default&vgnextoid=113c1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Con mis manitas',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,No especificada,No especificada,lunes,a las 17:30 horas,Lunes 19 de mayo de 2025,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),"CALLE BARCELO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=72d4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The cook and the king,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 5 años,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,miércoles,a las 18 horas,Miércoles 21 de mayo de 2025,Biblioteca Pública Municipal David Gistau (Salamanca),"AVENIDA TOREROS, 5 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-cook-and-the-king/?vgnextfmt=default&vgnextoid=f603aa4735436910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Con mis manitas',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,miércoles,a las 17:30 horas,Miércoles 21 de mayo de 2025,Biblioteca Pública Municipal Gloria Fuertes (Barajas),"AVENIDA LOGROÑO, 179 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Con-mis-manitas-/?vgnextfmt=default&vgnextoid=68f4528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
A taste of the moon,Vamos a leer en inglés y a divertirnos en la biblioteca.,a partir de 2 años,Para asistir es necesaria la inscripción a través de este enlace.,No especificada,jueves,a las 17:30 horas,Jueves 22 de mayo de 2025,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),"CALLE ASCAO, 4 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/A-taste-of-the-moon/?vgnextfmt=default&vgnextoid=edd0528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Había una vez una iguana',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,"Se celebrarán dos sesiones de media hora de duración, a las 17:30 y a las 18:00 horasPara asistir es necesaria la inscripción a través de este enlace.",No especificada,jueves,a las 17:30 horas,Jueves 22 de mayo de 2025,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),"CALLE FRANCOS RODRIGUEZ, 67 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Habia-una-vez-una-iguana-/?vgnextfmt=default&vgnextoid=af15528353436910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
The far West,¡Yee-Haw! ¡El Lejano Oeste está aquí!,de 3 a 10 años,"Para asistir, es necesario realizar inscripción previa en este enlace del 30 de abril al 22 de mayo.. Para asistir, es necesario realizar inscripción previa en este enlace del 30 de abril al 22 de mayo.",No especificada,viernes,a las 18 horas,Viernes 23 de mayo de 2025,Biblioteca Pública Municipal San Blas (San Blas-Canillejas),"CALLE SAN ROMAN DEL VALLE, 8 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-en-ingles/?vgnextfmt=default&vgnextoid=dd4e284aeea67810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/The-far-West/?vgnextfmt=default&vgnextoid=5b8354e4ac5f5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Historia de Piratas,A cargo de la compañía Fantasma Teatro.,a partir de 4 años,No especificada,No especificada,viernes,a las 18 horas,Viernes 23 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Historia-de-Piratas/?vgnextfmt=default&vgnextoid=2ffe826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro en familia,Taller de teatro.,para mayores de 5 años,No especificada,No especificada,viernes,a las 17:30 horas,Viernes 23 de mayo de 2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-en-familia/?vgnextfmt=default&vgnextoid=328ecbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Fado de Ulisses - Rodopio d´ideias (Portugal),"El Fado de Ulises es un espectáculo teatral que narra la historia de La Odisea de Homero, utilizando como recursos el fado, la música típica de Lisboa, y las marionetas.",Claudio Hochman cuenta con más de 40 años de experiencia en la creación de espectáculos,No especificada,No especificada,"sábado, domingo",18 horas,Del sábado 24 de mayo de 2025 al domingo 25 de mayo de 2025,Teatro Municipal de Títeres. Parque de El Retiro,"AVENIDA MÉXICO, 4 (Parque de El Retiro. Entrada por Puerta de la Independencia) 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Fado-de-Ulisses-Rodopio-dideias-Portugal-/?vgnextfmt=default&vgnextoid=aad2177c89395910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Una de ratones,Compañía: Surcante,a partir de 4 años,No especificada,No especificada,sábado,a las 18 horas,Sábado 24 de mayo de 2025,Teatro Municipal de Vallecas,"CALLE PASO DE VILLAMANRIQUE, 3 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Teatro-Municipal-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=7bf62d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-de-ratones/?vgnextfmt=default&vgnextoid=7b88a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de traducción para pequeños lingüistas,"En este taller y tomando como referencia el libro ¡Ey, ey, ey, Taxi!, del autor alemán Saša Stanišić y la ilustradora Katja Spitzer, nos convertiremos en pequeños traductores y ayudaremos a las palabras y las ilustraciones a traspasar miles de fronteras. ¿Estás listo para esta aventura?",de 8 a 12 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Casa del Lector,"PASEO CHOPERA, 14 28045 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-traduccion-para-pequenos-linguistas/?vgnextfmt=default&vgnextoid=bb59828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Personajes ilustrados,"¿Por qué no podrían ser los participantes en este taller los creadores de la próxima gran estrella del cómic? Los participantes darán vida a nuestro propio personaje. Desde ponerle un nombre e inventar la historia de su vida, hasta el dibujo y diseño de sus características físicas.",dibujante con varios años de trayectoria en medios y proyectos impresos,No especificada,No especificada,sábado,a las 17 horas,Sábado 24 de mayo de 2025,Casa del Lector,"PASEO CHOPERA, 14 28045 MADRID",No especificado,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Personajes-ilustrados/?vgnextfmt=default&vgnextoid=6449828cf1936910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
'Aserrín-Aserrán',"Nunca es demasiado pronto para iniciar a los bebés en el maravilloso mundo del libro y la lectura. Además de estimular su imaginación, descubrirán colores, sonidos y palabras que enriquecerán su vocabulario.",No especificada,Inscripción a través de formulario web.,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Biblioteca Pública Municipal San Fermín (Usera),"AVENIDA SAN FERMIN, 10 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Bebecuentos/?vgnextfmt=default&vgnextoid=29805b097f75e710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/-Aserrin-Aserran-/?vgnextfmt=default&vgnextoid=887125cb844a5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
DisneMagical,Compañía: La Tomasa Teatro.,mayores de 3 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Centro Cultural Orcasur (Usera),"PLAZA PUEBLO, 2 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Orcasur/?vgnextfmt=default&vgnextoid=8e7d2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/DisneMagical/?vgnextfmt=default&vgnextoid=6d2203a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Oso Yogui,(2010 – Eric Brevig).,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Centro Sociocultural Tetuán,"CALLE BRAVO MURILLO, 251 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Tetuan/?vgnextfmt=default&vgnextoid=ac84dff0d2c6e710VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Oso-Yogui/?vgnextfmt=default&vgnextoid=223f826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Kalevala,Entrada libre hasta completar aforo.,No especificada,No especificada,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Centro Cultural Las Californias (Retiro),"CALLE LUIS PEIDRO, 2 28007 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Kalevala/?vgnextfmt=default&vgnextoid=bb4a0e8c6b266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Terracota,Teatro infantil.,de 3 a 9 años,No especificada,No especificada,sábado,a las 12 horas,Sábado 24 de mayo de 2025,Centro Cultural Mercado de Ibiza (Retiro),"CALLE IBIZA, 8 PLANTA 1ª 28009 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Terracota/?vgnextfmt=default&vgnextoid=bdbbbf584f666910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La brujita pastelera,Sin descripción,Se trata de un alegre y divertido relato en el que Pocholo y Marilín acuden festivos al cumpleaños de Calandria,No especificada,No especificada,sábado,a las 19 horas,Sábado 24 de mayo de 2025,Parque de Amós Acero,"CALLE SIERRA MOLINA, 1 MADRID",Gratuito,Recomendado para niñas y niños,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-brujita-pastelera/?vgnextfmt=default&vgnextoid=1a991dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: concierto de Vibra-Tó - Chamberí,"Joaquín y Miguel llevan más de 20 años creando instrumentos musicales a partir de objetos cotidianos. Recogedores que suenan por bulerías, regaderas jazzeras, latas que son guitarras y sitares, y panderos de globos, trompetas con mangueras y embudos… Estos dos músicos-pedagogos multiinstrumentistas interpretan composiciones propias y músicas del folclore universal con sus cacharros y lo explican de una forma didáctica y divertida.",Joaquín y Miguel llevan más de 20 años creando instrumentos musicales a partir de objetos cotidianos,No especificada,No especificada,domingo,a las 12:30 horas,Domingo 25 de mayo de 2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 28015 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-concierto-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=ae3753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: taller de Vibra-Tó - Chamberí,Te gustaría aprender a fabricar tu propio instrumento?,Los niños y niñas menores de 7 años deben ir acompañados de una persona adulta,"Próximamente compartiremos los formularios de inscripción.. Para participar en este taller es necesario inscribirse, ya que el aforo es limitado. Próximamente compartiremos los formularios de inscripción.",No especificada,domingo,a las 11 horas,Domingo 25 de mayo de 2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 28015 MADRID",Gratuito,Recomendado para niñas y niños,No disponible,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-taller-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=c45753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
